               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 476,           0.0094821,            0.022627,           0.0058529,             0.82076,             0.59544,             0.72882,              0.6259,            0.021296,            0.055457,            0.017433,            0.000595,            0.000595,            0.000595
                 477,           0.0095615,             0.02302,           0.0057236,             0.82034,             0.59427,             0.72805,             0.62479,            0.021263,            0.055246,             0.01737,           0.0005752,           0.0005752,           0.0005752
                 478,           0.0093678,            0.023356,           0.0052796,             0.81945,             0.59147,             0.72874,             0.62724,            0.021174,            0.054978,            0.017402,           0.0005554,           0.0005554,           0.0005554
                 479,           0.0094838,            0.023306,           0.0060425,             0.82061,             0.59284,             0.73124,               0.628,            0.021232,             0.05494,            0.017368,           0.0005356,           0.0005356,           0.0005356
                 480,           0.0091169,              0.0204,            0.005764,             0.82021,             0.59488,             0.73358,             0.62722,            0.021198,            0.054986,            0.017467,           0.0005158,           0.0005158,           0.0005158
                 481,           0.0095408,            0.021682,           0.0058114,             0.82142,             0.59606,             0.73603,             0.63087,            0.021201,            0.055062,             0.01741,            0.000496,            0.000496,            0.000496
                 482,           0.0089279,            0.021677,           0.0052252,             0.82396,             0.59585,             0.73647,             0.63137,             0.02118,            0.055213,            0.017232,           0.0004762,           0.0004762,           0.0004762
                 483,           0.0091883,            0.023649,           0.0050655,             0.82176,             0.59527,             0.73628,             0.62813,            0.021249,            0.055268,            0.017279,           0.0004564,           0.0004564,           0.0004564
                 484,           0.0090472,            0.022306,           0.0057777,             0.82197,             0.59588,             0.73206,             0.62694,            0.021192,             0.05546,            0.017362,           0.0004366,           0.0004366,           0.0004366
                 485,           0.0088005,            0.021551,           0.0053659,              0.8232,             0.59556,             0.72921,               0.626,            0.021269,            0.055623,            0.017532,           0.0004168,           0.0004168,           0.0004168
                 486,           0.0087603,            0.020287,           0.0054394,             0.81988,             0.59708,             0.72296,             0.61707,            0.021234,            0.055611,            0.017483,            0.000397,            0.000397,            0.000397
                 487,           0.0091189,            0.022617,            0.005982,             0.81991,              0.5981,             0.73522,             0.62786,            0.021301,            0.055645,            0.017404,           0.0003772,           0.0003772,           0.0003772
                 488,           0.0086049,            0.020555,           0.0053735,              0.8203,             0.59729,             0.73105,             0.62494,            0.021286,            0.055419,            0.017164,           0.0003574,           0.0003574,           0.0003574
                 489,           0.0090377,            0.024594,           0.0059332,             0.82065,             0.59788,             0.73621,             0.63056,            0.021273,            0.055384,            0.017141,           0.0003376,           0.0003376,           0.0003376
                 490,           0.0092577,            0.023047,           0.0055213,             0.81777,             0.59831,             0.73712,             0.63147,            0.021298,            0.055408,            0.017064,           0.0003178,           0.0003178,           0.0003178
                 491,           0.0095296,            0.024407,           0.0058198,              0.8178,             0.59613,             0.72547,             0.62806,             0.02127,            0.055795,             0.01719,            0.000298,            0.000298,            0.000298
                 492,            0.008852,            0.021749,           0.0056406,             0.81735,             0.59351,             0.73868,               0.636,            0.021294,            0.055924,            0.017318,           0.0002782,           0.0002782,           0.0002782
                 493,           0.0091301,            0.020653,           0.0059718,             0.81703,             0.59671,             0.73301,             0.62417,            0.021244,            0.055682,            0.017229,           0.0002584,           0.0002584,           0.0002584
                 494,             0.00866,            0.019469,           0.0054399,             0.82312,              0.5977,             0.73734,              0.6234,            0.021234,            0.055801,            0.017257,           0.0002386,           0.0002386,           0.0002386
                 495,           0.0081081,             0.02064,           0.0053845,             0.82239,             0.59679,             0.73891,             0.63087,            0.021186,            0.055722,            0.017212,           0.0002188,           0.0002188,           0.0002188
                 496,           0.0091874,            0.022184,           0.0058977,             0.82034,             0.59382,             0.73349,             0.62534,            0.021212,            0.055864,            0.017264,            0.000199,            0.000199,            0.000199
                 497,           0.0085997,            0.022541,           0.0055852,             0.82077,             0.59306,             0.73345,             0.62511,            0.021226,            0.055854,            0.017224,           0.0001792,           0.0001792,           0.0001792
                 498,           0.0086567,            0.022773,           0.0053178,             0.82138,             0.59254,             0.73638,             0.63096,            0.021211,             0.05591,            0.017069,           0.0001594,           0.0001594,           0.0001594
                 499,           0.0084294,            0.019154,           0.0053211,             0.82461,             0.59707,             0.73439,             0.62814,            0.021197,            0.055823,            0.017247,           0.0001396,           0.0001396,           0.0001396
